Äŕňŕ;Ęîđäčíŕňű,0;;Ďëîůŕäü ďîćŕđŕ, ęě2;Ńđĺäí˙˙ ňĺěďĺđŕňóđŕ âîçäóőŕ, Ń0;Ńđĺäí˙˙ îňíîńčňĺëüíŕ˙ âëŕćíîńňü âîçäóőŕ, %;Ęîëč÷ĺńňâî îńŕäęîâ, ěě;Íŕďđŕâëĺíčĺ âĺňđŕ â 12:00;Ńđĺäí˙˙ ńęîđîńňü âĺňđŕ, ě/c;Çŕăđ˙çíĺíčĺ 137Cs, ęÁę/ě2;Ďđčěĺ÷ŕíčĺ
;ń,ř;â,ä;;;;;;;;
01.04.19;53.053596;34.060654;;;;;;;;
01.04.19;52.943672;33.500747;7,04;;;;;;;
01.04.19;52.965984;33.585602;;;;;;;;
01.04.19;52.97794;33.625408;;;;;;;;
01.04.19;52.863152;34.102359;;;;;;;;
01.04.19;52.648758;33.676304;;;;;;;;
01.04.19;52.710762;33.809948;;;;;;;;
01.04.19;52.708023;33.798332;;;;;;;;
01.04.19;52.702526;33.798592;;;;;;;;
01.04.19;52.542853;33.557312;;;;;;;;
01.04.19;52.5546;33.688671;;;;;;;;
01.04.19;52.450015;33.55743;;;;;;;;
01.04.19;52.450165;33.563003;;;;;;;;
01.04.19;52.268887;33.968868;;;;;;;;
01.04.19;52.269034;33.974708;;;;;;;;
01.04.19;52.263367;33.9692;;;;;;;;
01.04.19;52.254001;33.981486;;;;;;;;
01.04.19;52.253999;33.987999;;;;;;;;
01.04.19;52.222359;34.16386;;;;;;;;
01.04.19;51.893856;34.401165;;;;;;;;
01.04.19;51.896923;34.404453;;;;;;;;
01.04.19;52.126322;34.562301;2,915;;;;;;;
01.04.19;52.176037;34.3721;9,21;;;;;;;
01.04.19;52.169483;34.489871;;;;;;;;
01.04.19;52.172356;34.576664;;;;;;;;
01.04.19;52.148753;34.71043;;;;;;;;
01.04.19;52.213585;34.623755;;;;;;;;
01.04.19;52.243546;34.269138;;;;;;;;
01.04.19;52.222359;34.16386;;;;;;;;
01.04.19;52.232166;34.450751;;;;;;;;
01.04.19;52.267875;34.404841;;;;;;;;
01.04.19;52.255969;34.369354; 13,71;;;;;;;
01.04.19;52.286222;34.363861;11,57;;;;;;;
01.04.19;52.30321;34.357079;;;;;;;;
01.04.19;52.336581;34.625416;;;;;;;;
01.04.19;52.335612;34.640606;;;;;;;;
01.04.19;52.342072;34.631786;;;;;;;;
01.04.19;52.351699;34.486084;12,49;;;;;;;
01.04.19;52.357643;34.434741;;;;;;;;
01.04.19;52.485878;34.417167;;;;;;;;
01.04.19;52.495449;34.512668;;;;;;;;
01.04.19;52.53236;34.601321;;;;;;;;
01.04.19;52.514967;34.606933;1,993;;;;;;;
01.04.19;52.863152;34.102359;;;;;;;;
01.04.19;52.858766;34.389267;7,77;;;;;;;
01.04.19;52.859595;34.641952;5,61;;;;;;;
01.04.19;52.87065;34.630966;;;;;;;;
01.04.19;52.866493;34.635135;;;;;;;;
01.04.19;53.132765;34.215545;3,43;;;;;;;
01.04.19;53.129265;34.203823;;;;;;;;
01.04.19;53.263797;34.505314;;;;;;;;
01.04.19;53.2673;34.330658;;;;;;;;
01.04.19;53.26976;34.322288;;;;;;;;
01.04.19;53.297091;34.158997;;;;;;;;
01.04.19;53.296603;34.134758;;;;;;;;
01.04.19;53.302443;34.146706;;;;;;;;
01.04.19;53.441505;34.41893;;;;;;;;
01.04.19;53.477013;34.442825;3,99;;;;;;;
01.04.19;53.498157;34.402863;;;;;;;;
01.04.19;53.642806;34.474101;;;;;;;;
01.04.19;53.132244;35.045875;;;;;;;;
01.04.19;53.127666;35.069072;;;;;;;;
01.04.19;53.125999;35.055;;;;;;;;
01.04.19;53.12186;35.069117;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
01.04.19;53.121769;35.062396;;;;;;;;
01.04.19;53.109279;35.021766;;;;;;;;
01.04.19;53.107085;35.021312;;;;;;;;
01.04.19;53.055118;35.088017;;;;;;;;
01.04.19;53.023178;35.036705;;;;;;;;
01.04.19;52.946621;34.932182;;;;;;;;
01.04.19;52.856693;34.649505;5,61;;;;;;;
01.04.19;52.821437;34.81018;4,84;;;;;;;
01.04.19;52.87065;34.630966;;;;;;;;
02.04.19;53.138121;31.66397; 17,72 ;;;;;;;
02.04.19;53.121806;31.435702;;;;;;;;
02.04.19;53.104;31.809999;;;;;;;;
02.04.19;53.102416;31.709543;;;;;;;;
02.04.19;53.074528;31.567939;;;;;;;;
02.04.19;53.056751;31.890006;;;;;;;;
02.04.19;53.022484;31.828545;;;;;;;;
02.04.19;52.985443;31.714782; 15,58;;;;;;;
02.04.19;52.985443;31.714782; 15,58;;;;;;;
02.04.19;52.961875;31.641998; 15,58 ;;;;;;;
02.04.19;52.92;31.77;;;;;;;;
02.04.19;52.829578;31.608987;;;;;;;;
02.04.19;52.817;31.614999;;;;;;;;
02.04.19;52.814502;31.600275;;;;;;;;
02.04.19;52.481525;31.730575;4,76;;;;;;;
02.04.19;52.478007;32.144512;;;;;;;;
02.04.19;52.381;31.754999;;;;;;;;
02.04.19;52.387553;31.760435;;;;;;;;
02.04.19;52.330852;32.148406;;;;;;;;
02.04.19;52.323999;32.13;;;;;;;;
02.04.19;52.321999;32.145;;;;;;;;
02.04.19;52.229;31.806999;;;;;;;;
02.04.19;52.330456;32.221187;;;;;;;;
02.04.19;52.377151;32.266468;;;;;;;;
02.04.19;52.494342;32.247948;;;;;;;;
02.04.19;52.5378;32.372536;;;;;;;;
02.04.19;52.551319;32.786808;;;;;;;;
02.04.19;52.589745;32.779159;;;;;;;;
02.04.19;52.666489;32.404202;;;;;;;;Âáëčçč ňîđô˙íčęŕ
02.04.19;52.653087;32.785851;;;;;;;;
02.04.19;52.981396;32.370529;;;;;;;;
02.04.19;52.985457;32.777184;;;;;;;;
02.04.19;53.03957;32.387531;;;;;;;;
02.04.19;53.052257;32.157616;;;;;;;;
02.04.19;53.063362;32.304379;;;;;;;;
02.04.19;53.035999;32.393;;;;;;;;
02.04.19;53.679325;33.219192;;;;;;;;
02.04.19;53.670029;33.213481;;;;;;;;
02.04.19;53.103935;32.988846;;;;;;;;
02.04.19;53.057503;33.15036;;;;;;;;
02.04.19;52.985457;32.777184;;;;;;;;
02.04.19;52.989448;33.184845;;;;;;;;
02.04.19;52.933914;32.897876;;;;;;;;
02.04.19;52.653087;32.785851;;;;;;;;
02.04.19;52.589745;32.779159;;;;;;;;
02.04.19;52.558738;32.789222;;;;;;;;
02.04.19;52.553921;32.793156;;;;;;;;
02.04.19;52.547047;32.78764;;;;;;;;
02.04.19;52.563946;33.192974;;;;;;;;
02.04.19;52.476848;33.200695;;;;;;;;
02.04.19;52.474903;33.185734;;;;;;;;
02.04.19;52.522438;33.289291;;;;;;;;
02.04.19;52.497966;33.545773;;;;;;;;
02.04.19;52.547629;33.294326;;;;;;;;
02.04.19;52.550071;33.294711;;;;;;;;
02.04.19;52.574959;33.616218;;;;;;;;
02.04.19;52.602066;33.534286;;;;;;;;
02.04.19;52.790718;33.314525;;;;;;;;
02.04.19;52.788;33.325999;;;;;;;;
02.04.19;52.825351;33.470694;;;;;;;;
02.04.19;52.989448;33.184845;;;;;;;;
02.04.19;52.912689;33.355492;;;;;;;;
02.04.19;52.945741;33.480148;1,993;;;;;;;
02.04.19;53.016022;33.421096;3,63;;;;;;;
02.04.19;53.038669;33.851394;;;;;;;;
02.04.19;53.072193;33.703422;;;;;;;;
02.04.19;53.082469;33.58411;;;;;;;;
02.04.19;53.09796;33.599689;;;;;;;;
02.04.19;53.10857;33.596839;;;;;;;;
02.04.19;53.238098;33.348999; 2,978;;;;;;;
02.04.19;53.309954;33.627777;13,52;;;;;;;
02.04.19;53.321205;33.309254;;;;;;;;
02.04.19;53.26392;33.489021;;;;;;;;
02.04.19;53.35424;33.766479;3,35;;;;;;;
02.04.19;53.396022;33.84201;5,98;;;;;;;
02.04.19;53.599999;33.743999;;;;;;;;
02.04.19;53.602497;33.729176;;;;;;;;
02.04.19;53.594524;33.513111;;;;;;;;
02.04.19;53.631359;33.522216;;;;;;;;
02.04.19;53.728404;33.376464;1,993;;;;;;;
02.04.19;53.698;33.888;;;;;;;;
02.04.19;53.702644;33.906722;;;;;;;;
02.04.19;53.839729;33.55284;;;;;;;;
02.04.19;53.973663;33.513626;;;;;;;;
02.04.19;53.977157;33.523659;;;;;;;;
02.04.19;53.863948;34.188983;;;;;;;;
02.04.19;53.573325;34.359863;;;;;;;;
02.04.19;53.444798;34.417094;;;;;;;;
02.04.19;53.281637;34.062423;3,99;;;;;;;
02.04.19;53.233989;34.264297;3,36;;;;;;;
02.04.19;53.271599;34.321395;;;;;;;;
02.04.19;53.131118;34.18396;1,993;;;;;;;
02.04.19;53.140385;34.175918;;;;;;;;
02.04.19;53.02387;34.041137;5,35;;;;;;;
02.04.19;52.646561;34.544552;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
02.04.19;52.514967;34.585647;7,76;;;;;;;
02.04.19;52.440735;34.489586;;;;;;;;
02.04.19;52.348343;34.494323;4,89;;;;;;;
02.04.19;52.345444 ;34.414982;;;;;;;;
02.04.19;52.186562;34.473037;1,993;;;;;;;
02.04.19;52.201527;34.611485;;;;;;;;
02.04.19;52.10593;34.102744;;;;;;;;
02.04.19;52.029;34.476;;;;;;;;
02.04.19;52.272099;34.726615;;;;;;;;
02.04.19;52.437115;34.891224;;;;;;;;
02.04.19;52.449855;34.810603;;;;;;;;
02.04.19;52.487379;34.841079; 7,37 ;;;;;;;
02.04.19;52.702186;34.782714;1,993;;;;;;;
02.04.19;52.779923;35.077285;8,76;;;;;;;
02.04.19;52.762264;35.062775;;;;;;;;
02.04.19;52.885162;34.812946;;;;;;;;
02.04.19;53.085999;34.96;;;;;;;;
02.04.19;53.100002;34.988593;;;;;;;;
03.04.19;53.176207;31.432678;;;;;;;;
03.04.19;53.207481;31.600169;;;;;;;;
03.04.19;53.185256;31.713756;;;;;;;;
03.04.19;53.065577;31.817617;;;;;;;;
03.04.19;53.062;31.592999;;;;;;;;
03.04.19;53.055679;31.579649;;;;;;;;
03.04.19;52.990326;31.563978;;;;;;;;
03.04.19;52.922979;31.749115;11,51;;;;;;;
03.04.19;52.906979;31.526375;;;;;;;;
03.04.19;52.835274;31.724621;;;;;;;;
03.04.19;52.67337;31.770661;;;;;;;;
03.04.19;52.561091;31.945531;;;;;;;;
03.04.19;52.536396;31.979601;;;;;;;;
03.04.19;52.537735;31.900761;;;;;;;;
03.04.19;52.479853;31.690063;9,01;;;;;;;
03.04.19;52.366508;32.004744;;;;;;;;
03.04.19;52.264858;31.728022;;;;;;;;Âáëčçč ňîđô˙íčęŕ
03.04.19;52.256248;31.716068;;;;;;;;
03.04.19;52.135093;32.23677;;;;;;;;
03.04.19;52.300525;32.095066;;;;;;;;
03.04.19;52.293896;32.30257;;;;;;;;
03.04.19;52.331519;32.13332;;;;;;;;
03.04.19;52.412166;32.418617;;;;;;;;
03.04.19;52.534805;32.2108;;;;;;;;Âáëčçč ňîđô˙íčęŕ
03.04.19;52.583195;32.069838;;;;;;;;Âáëčçč ňîđô˙íčęŕ
03.04.19;52.589919;32.467776;;;;;;;;
03.04.19;52.803596;32.22977;;;;;;;;
03.04.19;53.01413;32.31039;;;;;;;;
03.04.19;53.05228;32.386242;;;;;;;;
03.04.19;53.108865;32.194747;15,14;;;;;;;
03.04.19;53.147468;32.444564;;;;;;;;
03.04.19;53.174;33.144679;;;;;;;;
03.04.19;53.04771;32.671959;;;;;;;;
03.04.19;53.065726;32.834765;;;;;;;;
03.04.19;53.044515;33.127899; 6,64 ;;;;;;;
03.04.19;52.705871;33.072929;;;;;;;;
03.04.19;52.679236;32.801971;;;;;;;;
03.04.19;52.660049;32.69764;;;;;;;;
03.04.19;52.641437;32.792777;;;;;;;;
03.04.19;52.613578;32.773586;;;;;;;;
03.04.19;52.616237;32.896975;;;;;;;;
03.04.19;52.598194;32.938613;;;;;;;;
03.04.19;52.577816;32.775829;;;;;;;;
03.04.19;52.532424;33.14645;;;;;;;;
03.04.19;52.522905;33.0867; 8,24;;;;;;;
03.04.19;52.363776;32.686203;;;;;;;;
03.04.19;52.364638;32.715911;;;;;;;;
03.04.19;52.309513;32.875247;;;;;;;;
03.04.19;52.42337;33.200752;;;;;;;;
03.04.19;52.435733;33.49297;;;;;;;;
03.04.19;52.443432;33.462292;;;;;;;;
03.04.19;52.442703;33.477741;;;;;;;;
03.04.19;52.502048;33.311417;;;;;;;;
03.04.19;52.546902;33.765961;;;;;;;;
03.04.19;52.547912;33.323204;;;;;;;;
03.04.19;52.549343;33.303866;;;;;;;;
03.04.19;52.563786;33.299671;;;;;;;;
03.04.19;52.86895;33.373558;;;;;;;;
03.04.19;52.881562;33.406677;3,64;;;;;;;
03.04.19;52.96022;33.524093; 1,993;;;;;;;
03.04.19;52.968492;33.318786;8,72;;;;;;;
03.04.19;53.013905;33.243694;;;;;;;;
03.04.19;53.0185;33.41423;1,993;;;;;;;
03.04.19;53.051945;33.519973; 2,414;;;;;;;
03.04.19;53.081802;33.568199;;;;;;;;
03.04.19;53.10598;33.769226;4,31;;;;;;;
03.04.19;53.131118;33.678588;7,25;;;;;;;
03.04.19;53.119979;33.592589;;;;;;;;
03.04.19;53.133251;33.648471;;;;;;;;
03.04.19;53.117423;33.350147;;;;;;;;
03.04.19;53.123317;33.37046;;;;;;;;
03.04.19;53.135979;33.418544;;;;;;;;
03.04.19;53.248333;33.429005;;;;;;;;
03.04.19;53.348136;33.615383;;;;;;;;
03.04.19;53.337843;33.640136;2,565;;;;;;;
03.04.19;53.317943;33.624901;;;;;;;;
03.04.19;53.284038;33.627189;;;;;;;;
03.04.19;53.644703;33.636906;;;;;;;;
03.04.19;53.687313;33.231789;;;;;;;;
03.04.19;53.731654;33.384704;6,91;;;;;;;
03.04.19;53.769007;33.246688;17,2;;;;;;;
03.04.19;53.769007;33.246688; 9,52 ;;;;;;;
03.04.19;53.84564;33.55636;5,34;;;;;;;
03.04.19;53.604159;34.337303;;;;;;;;
03.04.19;53.428341;34.311356;;;;;;;;
03.04.19;53.442375;34.416858;;;;;;;;
03.04.19;53.444572;34.416659;;;;;;;;
03.04.19;53.390449;34.491233;;;;;;;;
03.04.19;53.356163;34.347743;;;;;;;;
03.04.19;53.332146;34.180935;;;;;;;;
03.04.19;53.323483;34.163612;;;;;;;;
03.04.19;53.303779;34.216373;;;;;;;;
03.04.19;53.239471;34.410701;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
03.04.19;53.248653;34.226733;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
03.04.19;53.239624;34.252762;;;;;;;;
03.04.19;53.235633;34.221038;1,993;;;;;;;
03.04.19;53.16077;34.151687;6,51;;;;;;;
03.04.19;53.081066;34.080013;;;;;;;;
03.04.19;53.03502;34.565734;7,53;;;;;;;
03.04.19;52.985614;34.461936;;;;;;;;
03.04.19;52.926021;34.368369;;;;;;;;
03.04.19;52.858766;34.379653;8,23;;;;;;;
03.04.19;52.861168;34.644428;;;;;;;;
03.04.19;52.733261;34.313007;;;;;;;;
03.04.19;52.496699;34.436829;;;;;;;;
03.04.19;52.516852;34.523677;;;;;;;;
03.04.19;52.532514;34.639892;24,99;;;;;;;
03.04.19;52.496635;34.624732;;;;;;;;
03.04.19;52.277073;34.344386;;;;;;;;
03.04.19;52.35757;34.498443;1,993;;;;;;;
03.04.19;52.354069;34.612904;;;;;;;;
03.04.19;52.26778;34.6656;;;;;;;;
03.04.19;52.292313;34.575241;;;;;;;;
03.04.19;52.292495;34.498878;;;;;;;;
03.04.19;52.281043;34.503124;;;;;;;;
03.04.19;52.277073;34.344386;;;;;;;;
03.04.19;52.238449;34.264583;;;;;;;;
03.04.19;52.206115;34.214256;;;;;;;;
03.04.19;52.168035;34.464798;11,77;;;;;;;
03.04.19;52.12042;34.473724;11,77;;;;;;;
03.04.19;51.983295;34.392653;;;;;;;;
03.04.19; 52.008136;34.755806;;;;;;;;
03.04.19;52.071872;35.089473;;;;;;;;
03.04.19;52.086833;34.781409;;;;;;;;
03.04.19;52.122654;35.116264;;;;;;;;
03.04.19;52.144866;35.165863;1,993;;;;;;;
03.04.19;52.178078;35.038887;;;;;;;;
03.04.19;52.212467;35.062771;;;;;;;;
03.04.19;52.204387;35.197136;;;;;;;;
03.04.19;52.220238;35.196194;;;;;;;;
03.04.19;52.250484;35.132865;;;;;;;;
03.04.19;52.306014;35.086994;;;;;;;;
03.04.19;52.726728;34.777908; 7,51;;;;;;;
03.04.19;52.700291;34.762875;;;;;;;;
03.04.19;52.757489;35.006561;1,993;;;;;;;
03.04.19;52.861168;34.644428;;;;;;;;
03.04.19;52.874484;34.824313;;;;;;;;
03.04.19;53.03791;34.582901;7,53;;;;;;;
03.04.19;52.933227;34.938278;;;;;;;;
03.04.19;52.993567;34.82571;;;;;;;;
03.04.19;52.988899;35.071415;;;;;;;;
03.04.19;53.044449;35.032623;;;;;;;;
03.04.19;53.062095;35.185439;;;;;;;;
04.04.19;53.12741;31.488876; 5,27 ;;;;;;;
04.04.19;53.198217;31.603546;1,993;;;;;;;
04.04.19;52.939948;31.734008;2,992;;;;;;;
04.04.19;52.879471;31.690746;;;;;;;;
04.04.19;52.910683;31.47732;;;;;;;;
04.04.19;52.879471;31.690746;;;;;;;;
04.04.19;52.818976;31.676494;;;;;;;;
04.04.19;52.814798;31.714096; 1,993 ;;;;;;;
04.04.19;52.809821;31.57799;;;;;;;;
04.04.19;52.802849;31.599207;;;;;;;;
04.04.19;52.786617;31.606442;;;;;;;;
04.04.19;52.791225;31.634549;;;;;;;;
04.04.19;52.775428;31.665668;;;;;;;;
04.04.19;52.745697;31.645184;;;;;;;;
04.04.19;52.685481;31.575541;;;;;;;;
04.04.19;52.695944;31.608352;3,45;;;;;;;
04.04.19;52.615139;31.872711;6,25;;;;;;;
04.04.19;52.549526;31.916651;;;;;;;;
04.04.19;52.494069;31.701049;1,993;;;;;;;
04.04.19;52.491446;32.050903;;;;;;;;Âáëčçč ňîđô˙íčęŕ
04.04.19;52.485503;32.033553;;;;;;;;Âáëčçč ňîđô˙íčęŕ
04.04.19;52.484038;32.043323;;;;;;;;
04.04.19;52.271155;31.73642;;;;;;;;
04.04.19;52.268307;31.952244;;;;;;;;
04.04.19;52.24572;31.99975;;;;;;;;
04.04.19;52.29919;32.09941;;;;;;;;
04.04.19;52.391288;32.159889;;;;;;;;
04.04.19;52.465213;32.358856;7,99;;;;;;;
04.04.19;52.669999;32.36;;;;;;;;
04.04.19;52.677413;32.359817;;;;;;;;
04.04.19;52.740668;32.209109;;;;;;;;
04.04.19;52.804786;32.224213;;;;;;;;
04.04.19;52.814762;32.208309;;;;;;;;
04.04.19;53.000224;32.359741;;;;;;;;
04.04.19;53.097734;32.190628;10,03;;;;;;;
04.04.19;53.102269;32.315597;6,78;;;;;;;
04.04.19;53.092787;32.532577;1,993;;;;;;;
04.04.19;53.779557;33.245315;12,54;;;;;;;
04.04.19;53.400616;32.983303;;;;;;;;
04.04.19;53.395931;32.993641;;;;;;;;
04.04.19;53.116999;32.925999;;;;;;;;
04.04.19;53.11961;32.940947;;;;;;;;
04.04.19;53.093611;33.103866;9,12;;;;;;;
04.04.19;53.105094;33.224026;;;;;;;;
04.04.19;52.977588;32.802429;1,993;;;;;;;
04.04.19;52.898379;33.282657;;;;;;;;
04.04.19;52.892174;33.277748;;;;;;;;
04.04.19;52.894;33.292;;;;;;;;
04.04.19;52.768493;32.969909;;;;;;;;
04.04.19;52.771;32.984;;;;;;;;
04.04.19;52.769539;33.30368;8,74;;;;;;;
04.04.19;52.711505;32.770968;;;;;;;;
04.04.19;52.575256;32.813599;;;;;;;;
04.04.19;52.587615;33.051681;4,68;;;;;;;
04.04.19;52.513295;33.165664;5,18;;;;;;;
04.04.19;52.51234;33.265914;;;;;;;;
04.04.19;52.538302;33.231822;;;;;;;;
04.04.19;52.361099;33.311122;;;;;;;;
04.04.19;52.379467;33.433689;;;;;;;;
04.04.19;52.448139;33.47737;;;;;;;;
04.04.19; 52.444881;33.478675;;;;;;;;
04.04.19;52.600545;33.688201; 5,36 ;;;;;;;
04.04.19;52.576401;33.697837;;;;;;;;
04.04.19;52.561325;33.817977;5,35;;;;;;;
04.04.19;52.578941;33.857895;;;;;;;;
04.04.19;52.590393;33.865367;;;;;;;;
04.04.19;52.666805;33.828277;4,9;;;;;;;
04.04.19;52.859595;33.534393;4,88;;;;;;;
04.04.19;52.891506;33.975219; 6,89;;;;;;;
04.04.19;52.922565;33.433456;5,98;;;;;;;
04.04.19;52.915825;33.686131;;;;;;;;
04.04.19;53.003654;33.74945;;;;;;;;
04.04.19;53.084126;33.525466;6,45;;;;;;;
04.04.19;53.070927;33.912048;3,99;;;;;;;
04.04.19;53.025522;33.39569;2,712;;;;;;;
04.04.19;53.1583;33.668289;1,993;;;;;;;
04.04.19;53.218375;33.458388;;;;;;;;
04.04.19;53.2216;33.729503;;;;;;;;
04.04.19;53.155829;33.890762;5,67;;;;;;;
04.04.19;53.236973;33.805492;;;;;;;;
04.04.19;53.275554;33.857291;;;;;;;;
04.04.19;53.329232;33.640823;10,84;;;;;;;
04.04.19;53.30339;34.054234;;;;;;;;
04.04.19;53.377184;33.837204;9,34;;;;;;;
04.04.19;53.370167;33.903235;;;;;;;;
04.04.19;53.383076;34.119269;;;;;;;;
04.04.19;53.412663;33.676476;;;;;;;;
04.04.19;53.409637;33.887791;;;;;;;;
04.04.19;53.520308;33.594818;7,22;;;;;;;
04.04.19;53.61695;33.661422; 3,45;;;;;;;
04.04.19;53.684822;33.832439;;;;;;;;
04.04.19;53.679535;33.578407;;;;;;;;
04.04.19;53.587206;34.311676;12,05;;;;;;;
04.04.19;53.427119;34.311995;;;;;;;;
04.04.19;53.463341;34.428631;;;;;;;;
04.04.19;53.457999;34.441;;;;;;;;
04.04.19;53.460014;34.420363;;;;;;;;
04.04.19;53.444439;34.418251;;;;;;;;
04.04.19; 53.440143;34.418354;;;;;;;;
04.04.19;53.401;34.506999;;;;;;;;
04.04.19;53.317844;34.257587;;;;;;;;
04.04.19;53.299629;34.692294;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
04.04.19;53.303069;34.706226;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
04.04.19;53.268087;34.289703;1,993;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
04.04.19;53.253875;34.30756;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
04.04.19;53.253601;34.406315;;;;;;;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę 
04.04.19;53.254929;34.492126;;;;;;;;
04.04.19;53.256537;34.503871;;;;;;;;
04.04.19;52.972627;34.440078;7,92;;;;;;;
04.04.19;52.964027;34.77372;;;;;;;;
04.04.19;53.015922;34.439247;;;;;;;;
04.04.19;52.854553;34.571399;;;;;;;;
04.04.19;52.895172;34.63774;;;;;;;;
04.04.19;52.689715;34.542952;;;;;;;;
04.04.19;52.692946;34.637779;;;;;;;;
04.04.19;52.561728;34.532177;;;;;;;;
04.04.19;52.739425;34.676414;;;;;;;;
04.04.19;52.698352;34.630824;;;;;;;;
04.04.19;52.51622;34.621353;13,98;;;;;;;
04.04.19;52.491435;34.476352;;;;;;;;
04.04.19;52.504722;34.604118;;;;;;;;
04.04.19;52.511326;34.880184;;;;;;;;
04.04.19;52.505;34.875;;;;;;;;
04.04.19;52.502999;34.86;;;;;;;;
04.04.19;52.44178;34.708557; 4,64;;;;;;;
04.04.19;52.462108;34.833308;;;;;;;;
04.04.19;52.405148;34.828628;;;;;;;;
04.04.19;52.365192;34.735862;;;;;;;;
04.04.19;52.342471;34.531402;1,993;;;;;;;
04.04.19;52.364532;34.357048;;;;;;;;
04.04.19;52.203751;34.816273;;;;;;;;
04.04.19;52.236675;34.4196;;;;;;;;
04.04.19;52.122528;34.496383;6,18;;;;;;;
04.04.19;52.157447;34.338305;;;;;;;;
04.04.19;51.98488;34.398193;5,4;;;;;;;
04.04.19;52.203751;34.816273;;;;;;;;
04.04.19;53.014783;34.988021;6,73;;;;;;;
04.04.19;53.00795;34.974162;;;;;;;;
04.04.19;53.092787;35.106124;9,21;;;;;;;
04.04.19;53.107323;35.010479;;;;;;;;
04.04.19;53.12;35.016999;;;;;;;;
04.04.19;53.303069;34.706226;;;;;;;;
04.04.19;53.297;34.695999;;;;;;;;
05.04.19;53.178057;31.456604;7;;;;;;;
05.04.19;52.975108;31.611785;8,09;;;;;;;
05.04.19;53.178469;31.637878;15,58;;;;;;;
05.04.19;52.874103;31.703796;10,96;;;;;;;
05.04.19;53.046417;31.491523;;;;;;;;
05.04.19;53.003707;31.493055;;;;;;;;
05.04.19;53.031753;31.793158;;;;;;;;
05.04.19;53.019;31.806999;;;;;;;;
05.04.19;53.000224;31.900663;;;;;;;;
05.04.19;52.797413;31.593469;;;;;;;;
05.04.19;52.759826;31.647944;;;;;;;;
05.04.19;52.690681;31.903645;;;;;;;;
05.04.19;52.803646;32.225581;;;;;;;;
05.04.19;52.721981;32.218307;;;;;;;;
05.04.19;52.661391;31.564407;5,47;;;;;;;
05.04.19;52.398983;32.324851;;;;;;;;
05.04.19;52.262085;31.763474;;;;;;;;
05.04.19;52.263939;31.787945;;;;;;;;
05.04.19;52.274878;31.77807;;;;;;;;
05.04.19;52.418324;32.458614;;;;;;;;
05.04.19;52.432143;32.73622;;;;;;;;
05.04.19;52.577957;32.392639;;;;;;;;
05.04.19;52.534373;32.609741;;;;;;;;
05.04.19;52.54;32.780999;;;;;;;;
05.04.19;52.672367;32.626788;;;;;;;;
05.04.19;52.657222;32.752094;;;;;;;;
05.04.19;52.574802;32.869778;;;;;;;;
05.04.19;52.456009;33.118972;3,99;;;;;;;
05.04.19;52.525581;33.132542;;;;;;;;
05.04.19;52.581774;33.027648;1,993;;;;;;;
05.04.19;52.693728;32.351791;;;;;;;;
05.04.19;52.672367;32.626788;;;;;;;;
05.04.19;52.657222;32.752094;;;;;;;;
05.04.19;52.770882;32.333652;;;;;;;;
05.04.19;52.771069;32.444015;;;;;;;;
05.04.19;52.718558;32.761211;;;;;;;;
05.04.19;52.719054;32.776771;;;;;;;;
05.04.19;52.694996;32.874549;;;;;;;;
05.04.19;52.688632;32.884929;;;;;;;;
05.04.19;52.692738;33.013279;;;;;;;;
05.04.19;53.106804;32.218093;1,993;;;;;;;
05.04.19;53.029579;32.310677;;;;;;;;
05.04.19;53.09691;32.474212;1,993;;;;;;;
05.04.19;52.954429;32.766723;5,41;;;;;;;
05.04.19;52.989372;32.911868;;;;;;;;
05.04.19;52.957375;32.822372;;;;;;;;
05.04.19;52.95581;32.871966;;;;;;;;
05.04.19;53.381817;32.991673;;;;;;;;
05.04.19;53.995143;33.565696;;;;;;;;
05.04.19;53.991759;33.527512;;;;;;;;
05.04.19;53.98177;33.492896;;;;;;;;
05.04.19;53.918979;33.647296;;;;;;;;
05.04.19;53.859006;33.513107; 6,06;;;;;;;
05.04.19;53.733684;33.282394;16,96;;;;;;;
05.04.19;53.680441;33.344192;1,993;;;;;;;
05.04.19;53.676659;33.57228;;;;;;;;
05.04.19;53.632832;33.660736;4,65;;;;;;;
05.04.19;53.403221;33.346931;;;;;;;;
05.04.19;53.265902;33.186581;;;;;;;;
05.04.19;53.359157;33.61885;2,635;;;;;;;
05.04.19;53.340983;33.645045;;;;;;;;
05.04.19;53.265902;33.186581;;;;;;;;
05.04.19;53.196461;33.209746;;;;;;;;
05.04.19;53.200385;33.264256;;;;;;;;
