Äŕňŕ;Ęîđäčíŕňű,0;;Ďëîůŕäü ďîćŕđŕ, ęě2;Ńđĺäí˙˙ ňĺěďĺđŕňóđŕ âîçäóőŕ, Ń0;Ńđĺäí˙˙ îňíîńčňĺëüíŕ˙ âëŕćíîńňü âîçäóőŕ, %;Ęîëč÷ĺńňâî îńŕäęîâ, ěě;Íŕďđŕâëĺíčĺ âĺňđŕ â 12:00;Ńđĺäí˙˙ ńęîđîńňü âĺňđŕ, ě/c;Çŕăđ˙çíĺíčĺ 137Cs, ęÁę/ě2;Ďđčěĺ÷ŕíčĺ
;ń,ř;â,ä;;;;;;;;
13.04.18;53.042000 ;31.721000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.996000 ;31.452000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.952999 ;31.694000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.945999 ;31.689999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.944000 ;31.691000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.718000 ;32.591999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.753999 ;33.213000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.582099 ;33.663199 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.588000 ;33.672000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.584900 ;33.676500 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.629999 ;33.908000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.310000 ;33.963000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.299999 ;33.966000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.159000 ;34.172999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.089700 ;34.342799 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.313000 ;34.490999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.318000 ;34.484999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.488999 ;34.771000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.480400 ;34.662700 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.486900 ;34.652700 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.629999 ;33.908000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.876000 ;34.782000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.988000 ;34.466000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;52.880800 ;34.147400 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.086999 ;34.162999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.036999 ;33.503999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.327000 ;33.765000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.878000 ;33.307000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.666000 ;33.507999 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.664000 ;33.575000 ;;6,6;41,5;0;ŃÇ;1,4;;
13.04.18;53.605000 ;33.301000 ;;6,6;41,5;0;ŃÇ;1,4;;
14.04.18;53.126586 ;31.625518 ;7,54 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.560073 ;32.415161 ;8,66 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.118733 ;34.435272 ;4,9 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.197927 ;34.513549 ;9,35 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.313726 ;34.920730 ;6,36 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.999082 ;34.362487 ;6,17 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.055247 ;34.041137 ;4,32 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.117932 ;33.343505 ;4,79 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.205210 ;33.923034 ;6,02 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.323491 ;33.955993 ;5,01 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.287384 ;34.183960 ;6,96 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.995363 ;34.980468 ;9,22;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.777529 ;33.280334 ;12,65 ;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.196000 ;31.588999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.605599 ;31.728400 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.601999 ;31.717000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.612000 ;33.718999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.601999 ;33.739000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.656699 ;34.562500 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.656500 ;34.550100 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.601999 ;33.739000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.612000 ;33.718999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.820000 ;33.695000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.974000 ;33.622000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.959999 ;33.292999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.964799 ;33.315099 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;52.958299 ;33.316300 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.040999 ;34.587999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.240999 ;34.406999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.319000 ;33.792000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.316999 ;33.798000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.261999 ;34.067000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.251999 ;34.068999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.240999 ;34.406999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.494000 ;34.297000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.495000 ;34.288000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.671000 ;34.388000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.666000 ;34.366000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.591000 ;33.607999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.533399 ;33.520999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.533699 ;33.532600 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.632999 ;33.185999 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.626999 ;33.195000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.916999 ;33.632000 ;;7,6;39,1;0;ŢÂ;1,8;;
14.04.18;53.912000 ;33.610000 ;;7,6;39,1;0;ŢÂ;1,8;;
15.04.18;52.567586 ;32.470092 ;1,993 ;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.191193 ;34.479217 ;3,39 ;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.350860 ;34.536895 ;6,76 ;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.250836 ;33.640136 ;10,45 ;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.727185 ;33.310546 ;1,993 ;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.137999 ;31.887999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.429899 ;32.997800 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.634799 ;33.292199 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.632600 ;33.306600 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.599699 ;33.564300 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.595999 ;33.552000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.594000 ;33.567000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.611300 ;33.751899 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.446000 ;34.584000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.436200 ;34.802300 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.490000 ;34.594000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.477799 ;34.860800 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.588000 ;34.477999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.589600 ;34.495200 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.567999 ;34.867999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.608000 ;34.681000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.662000 ;34.867999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.730000 ;34.966000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.752999 ;34.944000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.786200 ;34.379800 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.906300 ;34.833100 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.969000 ;34.766999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.942000 ;33.731999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.944000 ;33.717999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.984300 ;33.540200 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.975399 ;33.541499 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.974500 ;33.527300 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.182000 ;33.539999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.184099 ;33.556500 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.229399 ;33.792800 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.140400 ;34.060000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.131299 ;34.061499 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;52.969000 ;34.766999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.838999 ;33.565000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.836999 ;33.548999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.827199 ;33.386999 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.548000 ;33.289000 ;;9,9;48,3;0;ŢÇ;1,6;;
15.04.18;53.483499 ;33.286899 ;;9,9;48,3;0;ŢÇ;1,6;;
16.04.18;53.222890 ;33.754119 ;7,3 ;13;60,5;0;ŢÇ;0,9;;
16.04.18;52.998669 ;33.287200 ;7,97 ;13;60,5;0;ŢÇ;0,9;;
16.04.18;52.646999 ;34.545999 ;;13;60,5;0;ŢÇ;0,9;;
16.04.18;52.641999 ;34.529999 ;;13;60,5;0;ŢÇ;0,9;;
16.04.18;52.640000 ;34.548999 ;;13;60,5;0;ŢÇ;0,9;;
16.04.18;53.113000 ;34.865000 ;;13;60,5;0;ŢÇ;0,9;;
20.04.18;53.288000;33.671035 ;1,993 ;10,9;46,4;0;Ń;3,3;;
20.04.18;52.871300 ;34.545000 ;;10,9;46,4;0;Ń;3,3;;
20.04.18;52.984999 ;35.000999 ;;10,9;46,4;0;Ń;3,3;;
20.04.18;53.309000 ;34.058000 ;;10,9;46,4;0;Ń;3,3;;
21.04.18;53.494990 ;34.310302 ;10,91 ;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.268087 ;33.630523 ;8,34 ;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.930844;33.483581 ;6,41 ;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.960799 ;32.004199 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.282999 ;34.588999 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.291000 ;34.734999 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.293999 ;34.753999 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.601999 ;33.869000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.610199 ;33.876299 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.851600 ;34.625000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.853999 ;34.616000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.859199 ;34.632200 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;52.969000 ;33.974000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.235899 ;34.525100 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.244000 ;34.314999 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.130999 ;34.071999 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.734500 ;34.029600 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.725000 ;34.014099 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.422000 ;33.773700 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.623000 ;33.515000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.642000 ;33.221000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.704999 ;33.425700 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.783000 ;33.617000 ;;14,1;46;2;ŢÇ;6,8;;
21.04.18;53.787000 ;33.624999 ;;14,1;46;2;ŢÇ;6,8;;
23.04.18;52.531000 ;32.431000 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;52.541000 ;32.442400 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;52.312000 ;32.247999 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;53.347000 ;34.087000 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;53.344900 ;34.096700 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;53.336999 ;34.087000 ;;4,1;51,5;0,4;Ç;1,8;;
23.04.18;53.654999 ;33.471999 ;;4,1;51,5;0,4;Ç;1,8;;
28.04.18;52.635499 ;34.977600 ;;9,9;53,6;0;ŃÇ;2,5;;
28.04.18;52.630999 ;34.974999 ;;9,9;53,6;0;ŃÇ;2,5;;
28.04.18;53.157000 ;34.208999 ;;9,9;53,6;0;ŃÇ;2,5;;
28.04.18;53.030000 ;33.877500 ;;9,9;53,6;0;ŃÇ;2,5;;
28.04.18;53.683200 ;33.483499 ;;9,9;53,6;0;ŃÇ;2,5;;
29.04.18;52.417200 ;32.518699 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;52.439000 ;34.745000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;52.437700 ;34.726499 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.165600 ;34.163699 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.319000 ;34.711000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.510000 ;34.275000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.517500 ;34.263899 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.662000 ;33.512000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.710300 ;33.331600 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.799999 ;33.584999 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.832000 ;33.596000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.937000 ;33.493000 ;;14,2;54,9;0;Ţ;1,4;;
29.04.18;53.938299 ;33.475899 ;;14,2;54,9;0;Ţ;1,4;;
01.05.18;52.659999 ;33.548999 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;52.099999 ;34.620000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;52.098000 ;34.635000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;52.689999 ;34.503000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.088999 ;35.116999 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.321000 ;34.119000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.189000 ;34.122000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.297000 ;35.045999 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.745900 ;33.658800 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.712400 ;33.387999 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.634999 ;33.300300 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.630000 ;33.292000 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.447999 ;33.003999 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.448800 ;32.989699 ;;19,5;42,8;0;Ţ;1,8;;
01.05.18;53.053000 ;33.435000 ;;19,5;42,8;0;Ţ;1,8;;
02.05.18;52.672635 ;32.952117 ;5,76 ;21;45,3;0;ŢÇ;1,1;;
02.05.18;52.097399 ;34.523099 ;;21;45,3;0;ŢÇ;1,1;;
02.05.18;52.253999 ;34.758000 ;;21;45,3;0;ŢÇ;1,1;;
03.05.18;53.874797 ;33.316040 ;4,1 ;22;50;0;Ç;1,3;;
03.05.18;53.301000 ;33.309099 ;;22;50;0;Ç;1,3;;
04.05.18;52.806701 ;32.222099 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.805400 ;32.228400 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.087101 ;34.669601 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.083801 ;34.671200 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.083499 ;34.681197 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.085899 ;34.682800 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;52.083801 ;34.687198 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;53.444099 ;34.415000 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;53.443099 ;34.415901 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;53.442500 ;34.417999 ;;22,3;44,6;0;Ţ;1,8;;
04.05.18;53.442500 ;34.422099 ;;22,3;44,6;0;Ţ;1,8;;
05.05.18;52.668991 ;32.955551 ;3,76 ;22;43;0;Â;1,5;;
05.05.18;52.805698 ;32.225398 ;;22;43;0;Â;1,5;;
05.05.18;52.097099 ;34.683998 ;;22;43;0;Â;1,5;;
05.05.18;52.451900 ;34.749900 ;;22;43;0;Â;1,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
05.05.18;52.873100 ;33.924701 ;;22;43;0;Â;1,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
05.05.18;53.443698 ;34.415199 ;;22;43;0;Â;1,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
05.05.18;53.442699 ;34.420898 ;;22;43;0;Â;1,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
05.05.18;53.441700 ;33.083900 ;;22;43;0;Â;1,5;;
05.05.18;53.365600 ;33.204200 ;;22;43;0;Â;1,5;;
07.05.18;53.444599 ;34.414901 ;;16,2;75,6;2,3;Â;2,8;;
08.05.18;52.806400 ;32.226001 ;;18,7;52,6;0;ŃÂ;2,5;;
08.05.18;52.806098 ;32.962398 ;;18,7;52,6;0;ŃÂ;2,5;;
08.05.18;53.444301 ;34.418899 ;;18,7;52,6;0;ŃÂ;2,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
09.05.18;53.319594 ;33.914108 ;1,993 ;19,2;47;0;ŃÂ;1,7;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
09.05.18;52.804298 ;32.220901 ;;19,2;47;0;ŃÂ;1,7;;Âáëčçč ňîđô˙íčęŕ
09.05.18;53.443198 ;34.413898 ;;19,2;47;0;ŃÂ;1,7;;
09.05.18;53.618198 ;33.259601 ;;19,2;47;0;ŃÂ;1,7;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
10.05.18;52.334080 ;32.324523 ;2,284 ;13;42;0;ŃÂ;3;;
10.05.18;52.273619 ;32.917785 ;2,882 ;13;42;0;ŃÂ;3;;
10.05.18;52.674300 ;32.987823 ;3,46 ;13;42;0;ŃÂ;3;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
10.05.18;53.317338 ;33.918914 ;3,36 ;13;42;0;ŃÂ;3;;
10.05.18;52.806198 ;32.221901;;13;42;0;ŃÂ;3;;
10.05.18;52.805198 ;32.227501 ;;13;42;0;ŃÂ;3;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
10.05.18;52.570499 ;32.133701 ;;13;42;0;ŃÂ;3;;
10.05.18;52.322299 ;32.685398 ;;13;42;0;ŃÂ;3;;
10.05.18;52.324001 ;32.693298 ;;13;42;0;ŃÂ;3;;
10.05.18;52.316398 ;32.692500 ;;13;42;0;ŃÂ;3;;
10.05.18;52.287799 ;32.827499 ;;13;42;0;ŃÂ;3;;
10.05.18;52.483897 ;32.814201 ;;13;42;0;ŃÂ;3;;
10.05.18;52.558999 ;32.877999 ;;13;42;0;ŃÂ;3;;
10.05.18;52.514099 ;32.911598 ;;13;42;0;ŃÂ;3;;
10.05.18;52.507999 ;32.918800 ;;13;42;0;ŃÂ;3;;
10.05.18;52.505500 ;32.923000 ;;13;42;0;ŃÂ;3;;
10.05.18;52.575599 ;34.561698 ;;13;42;0;ŃÂ;3;;
10.05.18;52.574199 ;34.563499 ;;13;42;0;ŃÂ;3;;
10.05.18;53.444401 ;34.421600 ;;13;42;0;ŃÂ;3;;
10.05.18;53.442001 ;34.412601 ;;13;42;0;ŃÂ;3;;
10.05.18;52.953998 ;32.899299 ;;13;42;0;ŃÂ;3;;
11.05.18;52.826099 ;31.615600 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;52.825298 ;31.604099 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;52.820800 ;31.604299 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;52.806701 ;32.223998 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;52.562301 ;32.781299 ;;12,3;41,1;0;Ń;2,4;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
11.05.18;52.558997 ;32.782398 ;;12,3;41,1;0;Ń;2,4;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
11.05.18;52.598701 ;33.653598 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;53.040500 ;34.157298 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;53.081600 ;34.631901 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;53.401699 ;34.384601 ;;12,3;41,1;0;Ń;2,4;;
11.05.18;53.444698 ;34.419498 ;;12,3;41,1;0;Ń;2,4;;
12.05.18;53.026699 ;32.357799 ;;15,9;41,4;0,6;ŃÂ;4,4;;
12.05.18;52.804500 ;32.221298 ;;15,9;41,4;0,6;ŃÂ;4,4;;
12.05.18;52.536998 ;32.823001 ;;15,9;41,4;0,6;ŃÂ;4,4;;
12.05.18;52.328498 ;32.337001 ;;15,9;41,4;0,6;ŃÂ;4,4;;
12.05.18;52.289199 ;34.649600 ;;15,9;41,4;0,6;ŃÂ;4,4;;Âáëčçč ňîđô˙íčęŕ
12.05.18;53.443802 ;34.416599 ;;15,9;41,4;0,6;ŃÂ;4,4;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
12.05.18;53.175899 ;33.145198 ;;15,9;41,4;0,6;ŃÂ;4,4;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
13.05.18;53.689794 ;33.213043 ;5,41;15,2;47,1;0;Â;2,5;;
13.05.18;52.805801 ;32.224098 ;;15,2;47,1;0;Â;2,5;;
13.05.18;52.971599 ;34.625499 ;;15,2;47,1;0;Â;2,5;;
13.05.18;53.445999 ;34.418499 ;;15,2;47,1;0;Â;2,5;;
13.05.18;53.442298 ;34.415798 ;;15,2;47,1;0;Â;2,5;;
13.05.18;53.441101 ;34.419300 ;;15,2;47,1;0;Â;2,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
13.05.18;53.911701 ;33.584098 ;;15,2;47,1;0;Â;2,5;;
13.05.18;53.882701 ;33.570400 ;;15,2;47,1;0;Â;2,5;;
13.05.18;53.798900 ;33.654899 ;;15,2;47,1;0;Â;2,5;;
14.05.18;52.732844;32.488288;;15,4;59,4;0;Â;1,3;;
14.05.18;52.539256;33.314094;;15,4;59,4;0;Â;1,3;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
15.05.18;52.803958;32.223656;;15,3;68,6;8;Ç;0,8;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
15.05.18;52.843253;33.018573;;15,3;68,6;8;Ç;0,8;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
15.05.18;52.668568;33.005286;;15,3;68,6;8;Ç;0,8;;
16.05.18;52.804588;32.223858;;18,7;52,9;0;ŢÂ;1,5;;
16.05.18;53.323638;34.243106;;18,7;52,9;0;ŢÂ;1,5;;
16.05.18;53.442875;34.418727;;18,7;52,9;0;ŢÂ;1,5;;
17.05.18;52.581409;31.683641;;20,2;52;0;Ţ;1,5;;
17.05.18;52.955708;33.926296;;20,2;52;0;Ţ;1,5;;
17.05.18;52.952446;33.938095;;20,2;52;0;Ţ;1,5;;
17.05.18;53.443335;34.420734;;20,2;52;0;Ţ;1,5;;
18.05.18;52.805938;32.226864;;16;74,6;12;ŢÂ;1,4;;
18.05.18;52.166088;34.46405;;16;74,6;12;ŢÂ;1,4;;
19.05.18;52.552795;33.533622;;15,8;75,1;18,7;Ç;1,5;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
20.05.18;52.806571;32.222449;;10,8;73,8;1;ŃÇ;2,4;;Âáëčçč ňîđô˙íčęŕ
20.05.18;53.445385;34.413451;;10,8;73,8;1;ŃÇ;2,4;;
20.05.18;53.442097;34.4211;;10,8;73,8;1;ŃÇ;2,4;;
23.05.18;52.805309;32.224407;;17,5;66,9;0;ŃÂ;1,3;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
23.05.18;52.802589;32.223701;;17,5;66,9;0;ŃÂ;1,3;;
23.05.18;53.443615;34.420296;;17,5;66,9;0;ŃÂ;1,3;;
24.05.18;53.027458;32.356792;;18,2;68,6;0;Ç;1,8;;
24.05.18;52.806175;32.224277;;18,2;68,6;0;Ç;1,8;;
24.05.18;52.803738;32.223304;;18,2;68,6;0;Ç;1,8;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
24.05.18;53.210857;34.665657;;18,2;68,6;0;Ç;1,8;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
25.05.18;52.806168;32.221496;;17,6;55,1;0;ŃÂ;3;;
25.05.18;52.804169;32.22111;;17,6;55,1;0;ŃÂ;3;;
25.05.18;52.70097;32.597317;;17,6;55,1;0;ŃÂ;3;;Âĺđî˙ňíűé ňĺőíîăĺííűé čńňî÷íčę
